<<<<<<< 418b93f5dc2af674a69401d9392a9e39dc4a38da
question,answer_id
会話の精度はどれくらい？,1
サーバのインフラがどうなっているのか説明してください。,8
サーバー等のインフラ対策はどうなってますか？,8
サーバー等のインフラについて教えてください。,8
サーバーなどのインフラは大丈夫ですか？,8
インフラはどうなっている？,8
インフラの整備はどのようにされていますか？,8
インフラ整備は十分ですか？,8
サーバーなどのインフラについて教えてください。,8
サーバーなどのインフラはどのようになっていますか？,8
サーバーなどのインフラはどうなっているか教えてください。,8
こんにちは,9
こんにちは～,9
コンニチワ,9
どうもこんにちは,9
今日は,9
コンニチハ,9
こんにちわ,9
こんにちわ,9
ごきげんよう,9
お元気ですか,9
こんにちわ,9
コンニチハ,9
今日は,9
こんにちわ,9
今日は,9
コンニチハ,9
コンニチハ,9
今日は,9
こんにちわー,9
セキュリティ対策はどうなってる？,10
セキュリティは万全なの？,10
安全なの？,10
セキュリティ対策はされてるの？,10
安全対策はどのようになっていますか？,10
セキュリティ対策はどのようにしていますか？,10
セキュリティ対策はどうなっていますか？,10
セキュリティは万全？,10
セキュリティの対策はしてるの？,10
セキュリティはバッチリ？,10
セキュリティはどうですか,10
セキュリティ対策は万全？,10
セキュリティは大丈夫ですか？,10
セキュリティ対策は万全ですか？,10
安全対策はしていますか？,10
安全面の対策は何をしていますか？,10
セキュリティ対策は万全ですか？,10
情報管理の安全性は？,10
安心して利用できますか？,10
セキュリティについて教えてください,10
セキュリティ対策について教えて,10
セキュリティー対策はできていますか？,10
セキュリティ対策について教えてください。,10
どのようなセキュリティ対策をとっていますか？,10
どのようなセキュリティ対策か教えてください。,10
データ投入の形式はどのようなもんですか？,11
データ投入の形式について教えてください,11
データを投入するときの形式はどのようなものですか？,11
どのような形式でデータ投入しますか？,11
データ投稿の形式はどのようなものですか？,11
データ投入形式はどんなものですか？,11
データ投入のフォーマットはどうなっていますか？,11
データ投入の形式を教えて下さい,11
データ投入の形式が知りたいです,11
データ投入の形式はどのようなものがありますか,11
データ投入はどのような形式になりますか？,11
データはどういう形で投入されるのでしょうか？,11
投入されるデータ形式を教えてください。,11
データ投入の形式はどのような感じですか？,11
データ投入の形式を教えてください。,11
データはどのように入力されますか？,11
データ投入の形式はどのようなものですか？,11
データ投入の形式はどのようなものでしょうか？,11
データ投入の形式はどういったものでしょうか？,11
データ投入代行してくれませんか,12
データ投入代行は可能ですか,12
データ投入代行はしていただけませんか,12
データ投入代行をお願い出来ますか,12
データ投稿を代行してはいただけませんか,12
データ投稿を代行してほしいのですが,12
データ投稿を代わりに行っていただくことはできますか,12
データ投入を代わりにしてもらえませんか,12
データ投入をおまかせしていいですか,12
データ投入お願いしたいです,12
データ投入を代行いただけませんか？,12
データを、代行して投入いただけませんか？,12
代わりにデータを投入してくださいますか？,12
データ投入の代行は可能ですか？,12
データ投入を代わりにしてもらえますか？,12
データを代わりに投入可能ですか？,12
データ投入代行して頂けませんか？,12
データ投入代行してもらえませんか？,12
データ投入代行して頂けないでしょうか？,12
データ投入の手間はどれくらい？,13
どれくらい手間がかかるの？,13
データの投入は面倒？,13
データの投入に手間はかかる？,13
データ投入に手間はどのくらいかかりますか？,13
データ投入の手間はどのくらいでしょうか？,13
データ投入の手間はどれくらいかかっていますか？,13
データ投入に手間はかかるの？,13
データ投入は面倒じゃない？,13
データ投入って簡単なの？,13
データの投入にはどれくらい手間がかかていますか？,13
データ投入は手間ですか？,13
データ投入って面倒じゃないんですか,13
データを入れる際の手間はどれくらいかかりますか？,13
データを投入することは大変な作業ですか？,13
データ投入する際の手間はどうなっていますか？,13
データーのセッテイングは難しい？,13
簡単にデーター投入できる？,13
導入するには手間が掛かりますか？,13
データ移行は簡単ですか？,13
データ移行の手間はどれくらいですか,13
データ投入は簡単ですか？,13
データ投入の手間について教えてください。,13
データ投入の手間はどのくらいですか？,13
どれくらいのデータ投入の手間がかかりますか？,13
これはクラウドサービスですか？,14
これってクラウドサービスですか？,14
これがクラウドサービス？,14
これはクラウドサービス？,14
このサービスはクラウドを使っていますか？,14
このシステムはクラウドサービスですか？,14
これはWEB上のサービスですか？,14
これはクラウドサービスとゆうものですか？,14
クラウドサービスですか？,14
これはクラウドコンピューティングですか？,14
これはクラウドサービスというものですか？,14
こちらはクラウドサービスの一種になりますでしょうか？,14
これはクラウドサービスの範疇に入りますか？,14
これはクラウドサービスになりますか？,14
クラウドサービスということですか？,14
これはクラウドを使用していますか？,14
これはクラウドサービスでしょうか？,14
こちらはクラウドサービスですか？,14
こちらはクラウドサービスでしょうか？,14
社外向けに使うことはできますか？,15
お客様用に使えますか？,15
社外向けの使用は可能ですか？,15
社外向けにも使えますか？,15
社外に向けて使えますか？,15
お客様用に使用可能ですか？,15
お客様用に使ってもいいですか？,15
お客様用としても使えますか？,15
社外向けに使うことは可能ですか？,15
会社の外でも使えますか？,15
社外向けでも使えるでしょうか？,15
お客様用にも使えますか？,15
お客様にも使っていただけけますか？,15
お客様用に使うことはできますか？,15
社外向けに使ってもいいですか？,15
社外向けに使うことは可能ですか？,15
社外向けに利用していいですか？,15
お客様用に使用できますか？,15
お客様に提供しても問題ないですか？,15
お客様用に利用できますか？,15
会社以外で使っても大丈夫ですか？,15
社外向けに使用可能でしょうか？,15
社外で使うことは可能でしょうか？,15
お客様用として使用できますでしょうか？,15
顧客に対して使うことができますか？,15
カスタマーに使ってもらうことは可能でしょうか？,15
社外向けに使うことは可能ですか？,15
社外用として使用できますか？,15
社外向けに使って大丈夫ですか？,15
お客様用として使えますか？,15
お客様に使うことは可能ですか？,15
お客様用として使用して問題ないですか？,15
社外向けに使用できますか？,15
社外向けに使用する事はできますか？,15
社外向けの使用は可能でしょうか？,15
お客様用に使用できますか？,15
お客様用に使用できるでしょうか？,15
お客様用に使えるでしょうか？,15
ハナコさんとは,16
花子さんとは,16
ハナコさんって,16
ハナコさんというのは,16
ハナコさんとはどなたですか,16
ハナコさんはどんな方ですか,16
ハナコさんはどのようなお人柄ですか,16
ハナコちゃんとは,16
ハナコ先輩とは,16
ハナコくんとは,16
ハナコさんって何ですか？,16
ハナコさんについて教えてください。,16
ハナコさんが一体何なのか、わからないのですが。,16
ハナコさんって,16
花子さんとは,16
ハナコさんについて,16
ハナコ様とは,16
ハナコ氏とは,16
ハナコとは,16
どんな企業が使ってる？,17
どの会社が使ってるの？,17
どんな会社が使用するの？,17
どの企業が使いたがる？,17
どのような企業が使っていますか？,17
どんな企業が必要としていますか？,17
どんな企業が使っていますか？,17
これを使っている企業は？,17
どんな企業が使っているか教えて,17
これを使っている企業はありますか？,17
どのような企業が使っているのでしょうか？,17
使っている企業はどんな？,17
使っている企業を教えてください,17
何をしている企業が使うの？,17
どのような企業に需要があるの？,17
どんな企業に使われているの？,17
使っている企業はどういうところですか？,17
どんな企業が運用してますか？,17
利用しているのはどんな企業ですか？,17
他にどのような人が利用してるの？,17
どんな人が使っているの？,17
誰が使ってるの？,17
どのような企業が使ってるんですか？,17
使っている企業を教えてください。,17
どんな企業が使っているか教えてください。,17
導入実績を教えてください。,17
これまでの導入実績が知りたいです,17
導入実績について教えてください,17
導入実績について知りたいです,17
導入実績は何件ですか,17
導入された数はどのくらいですか,17
導入実績は何件ありますか,17
導入実績はどのようなものがありますか,17
導入実績を答えてください,17
導入実績を教えてください,17
導入された実績について情報をいただけますか？,17
これまで導入された実績をお知らせください。,17
導入実績について知りたいのですが。,17
導入実績を知りたいです。,17
これまでの導入実績を聞かせてください。,17
どのぐらいの導入実績がありますか？,17
導入実績を教えて頂けますか？,17
導入実績を教えて下さい。,17
導入実績をお聞きしてもよろしいですか？,17
運営会社は信用できますか,18
株式会社mofmofについて教えてください,18
信用出来る運営会社ですか,18
信用出来る運営会社なのですか,18
その運営会社は信用出来ますか,18
株式会社mofmofについて知りたいのですが,18
株式会社mofmofについて質問させてください,18
株式会社mofmofについて答えて下さい,18
運営会社はどんな会社ですか,18
運営会社の信頼度はどのようなものですか,18
運営している会社は信頼できる会社ですか,18
株式会社mofmofについて、知っていることがあれば教えてください,18
株式会社mofmofとはどんな会社だと思いますか,18
株式会社mofmofはどんな会社ですか,18
運営会社は信じることができますか,18
運営会社の信用度を教えて下さい,18
運営会社を信じても大丈夫ですか,18
株式会社mofmofについて知っていることを教えて下さい,18
株式会社mofmofはどのような会社ですか,18
株式会社mofmofについて説明してください,18
運営会社はきちんとしたところでしょうか？,18
運営しているのはどういう会社でしょうか？,18
信頼できる会社が運営されていますか？,18
株式会社mofmofについて情報をいただけますか？,18
株式会社mofmofとは、どういう会社でしょうか？,18
(株)モフモフについて教えてください。,18
運営会社は信用してよいですか？,18
運営会社は信頼できますか？,18
運営会社の信用はありますね？,18
株式会社mofmofとはどのようなものですか？,18
株式会社mofmofについて教えてください。,18
株式会社mofmofの詳細が知りたいです。,18
運営会社は信用できるでしょうか？,18
運営会社の信用はありますか？,18
運営会社の信用はいかがでしょう？,18
株式会社mofmofについて教えて頂けますか？,18
株式会社mofmofについて教えてもらえませんか？,18
株式会社mofmofについてお聞きしたいのですが,18
どんな質問に答えられるんですか？,19
どんなことに質問に答えられますか？,19
答えられる質問はどのようなものですか？,19
どんな質問に回答してもらえますか？,19
どのような質問に答えられますか？,19
どんな質問に答えることができますか？,19
どんな質問にお答えできますか？,19
どのような質問であれば回答頂けますか？,19
どんな質問なら回答できますか？,19
色んな質問に答えられますか？,19
どのような質問に答えていただけますか？,19
答えていただけるのは、どういう質問ですか？,19
どんな質問に回答いただけますでしょうか？,19
どのような質問に答えられますか？,19
どの程度返答できるのですか？,19
質問への答えのレベルはどのくらいですか？,19
どの様な質問に答えられるのですか？,19
どんな質問に答えられるのですか？,19
どんな質問に答えられるのでしょうか？,19
ECサイトの質問に対して回答してもらうこともできますか？,20
ECサイトのことでも答えてもらえますか？,20
ECサイトの質問でも答えてもらえますか？,20
ECサイトの質問にも回答をもらうこと出来ますか？,20
Eコマースの質問に対して答えてもらうこともできますか？,20
ECサイトの質問に答えてもらうこともできますか？,20
ECに答えてもらうこともできますか？,20
ECサイトの質問に回答できますか？,20
ECサイトを利用できますか？,20
ECサイトの質問に答えてもらえませんか？,20
ECの質問に回答できますか？,20
ECサイトでも使えますか,20
Eコマースにも使うことは可能ですか？,20
ECサイトの質問に回答できますか？,20
ECに使うことは可能ですか？,20
イーコマーズで使用できますか？,20
ECサイトの質問に回答してもらうこともできますか？,20
ECサイトの質問に対して回答もしてもらえますか？,20
ECサイトの質問に対し回答して頂く事もできますか？,20
初期費用、月額費用以外にかかる費用はありますか？,21
初期費用と月額費用以外にかかる費用は？,21
初期費用と月額費用の他にかかる費用はありますか？,21
初期費用、月額費用、その他にかかる費用はありますか？,21
初期費用、月額費用以外にかかる費用はありませんか？,21
初期費用、月額費用以外にお金がかかりますか？,21
初期費用、月額費用以外にお金が要りますか？,21
初期費用、月額費用以外の出費はありますか？,21
初期費用、月額利用料以外にかかる費用はありますか？,21
初期費用、月額利用料以外の費用はありますか？,21
初期費用、月額費用以外の費用はかかりますか？,21
初期費用、月額費用のほかに、支払うお金はありますか？,21
初期費用、月額費用以外の必要な費用を教えてください。,21
初期費用、月額費用以外にかかる費用を教えてください。,21
かかる費用として初期費用、月額費用以外にありますか？,21
費用は初期費用、月額費用だけですか？,21
初期費用、月額費用以外にかかる費用はございますか？,21
かかる費用は初期費用、月額費用以外にありますか？,21
初期費用、月額費用を除いて他にかかる費用はありますか？,21
料金体系を教えてください。,22
料金について教えてください,22
料金体系はどのようになってますか？,22
料金の仕組みについて教えてください,22
料金はどうなっているか教えてください,22
料金コースを教えてください,22
料金体系について教えてください,22
利用体系を説明してください,22
利用体系をお伺いします,22
利用体系を伺ってもよろしいですか,22
料金について情報をいただけますか。,22
料金がどうなっているか知りたいのですが。,22
料金はどのような体系になっていますか?,22
料金体系はどうなっていますか？,22
どのような料金システムですか？,22
料金はいくらかかりますか？,22
料金体系を教えて頂けますか？,22
料金体系を教えて下さい。,22
料金体系はどうなってますか？,22
電話で問合せたい,23
電話でお尋ねしたい,23
電話で聞きたい,23
TELで問合せたい,23
お電話で問い合わせることはできますか,23
電話で問い合わせすることはできますか,23
電話で問い合わせたいのですが,23
電話で聞きたいです,23
電話で質問したいです,23
電話で問合せは可能ですか,23
お電話でお尋ねしたいです。,23
電話で問い合わせてもいいでしょうか？,23
お電話でお聞きしたいと思います。,23
電話で問合せ可能ですか？,23
電話にて問い合わせたいです。,23
電話から問い合わせできますか？,23
お電話にてお問い合わせしたい,23
お電話で問い合わせたい,23
電話でお問い合わせしたい,23
導入にかかる期間はどのくらいですか,24
導入にどれくらいの期間がかかりますか？,24
導入にはどのくらいの期間が必要ですか,24
導入にかかる期間はどのくらいか教えてください,24
導入するに当たってどのくらいの期間が必要ですか,24
導入するにはどのくらいの期間が必要ですか,24
導入するのにかかる帰還はどのくらいですか,24
採用にかかる期間はどれくらいですか？,24
取り入れることができる期間はどれくらいですか？,24
導入するまでの期間はどれくらいですか？,24
導入には、どれぐらいの期間がかかりますか？,24
導入するまでに、どれぐらいかかるでしょうか？,24
導入までのおおよその期間を教えてください。,24
導入までの期間はどのくらいですか？,24
導入はいつになりますか？,24
導入までどのくらいかかりますか？,24
導入にかかる期間はどれくらいでしょうか？,24
どれくらい導入の期間はかかりますか？,24
導入にどれくらいの期間がかかりますか？,24
>>>>>>> IDﾂｿﾂｿﾂｿﾂｿﾂｿﾂｿﾂｿﾂｿﾂｿﾂｿﾂｿﾂｿ
